id_tracking_company,id_talent_req,id_company,nama_perusahaan,posisi,jenis_penempatan,bidang_studi_dicari,progress,request_date,send_date,jumlah_permintaan,jumlah_dikirimkan,list_nim,status_pengiriman
TC7309,TR7309,C409,PT Sinergi Gemilang,UI/UX Designer,Part-time,"Informatika, Sistem Informasi",Shortlisted,2024-03-14,2024-04-04,2,3,"202212478,202112584,20216311",Sudah Dikirim
TC7310,TR7310,C1009,PT Indo Cerdas,Brand Executive Intern,Magang,"Manajemen, Ilmu Komunikasi",Submitted,2024-05-05,2024-05-19,3,4,"202312115,20232037,20217647,20191954",Sudah Dikirim
TC7311,TR7311,C1225,CV Techno Systems,Digital Marketing Intern,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Closed,2024-05-13,2024-05-30,1,1,202213259,Sudah Dikirim
TC7312,TR7312,C092,CV Makmur Pratama,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",Shortlisted,2024-03-27,2024-04-05,2,4,"202011932,20216954,20217352,202116477",Sudah Dikirim
TC7313,TR7313,C851,PT Media Indonesia,Customer Success Intern,Part-time,"Psikologi, Ilmu Komunikasi",Closed,2024-06-26,2024-06-30,3,5,"202112611,20217405,202220402,202310955,20216992",Sudah Dikirim
TC7314,TR7314,C040,CV Bangkit Nusantara,NOC Technician,Full-time,"Informatika, Teknik Elektro",Submitted,2024-06-19,2024-06-22,2,4,"20217053,20217877,20218247,202221190",Sudah Dikirim
TC7315,TR7315,C782,CV Global Bangsa,IT Support,Magang,"Informatika, Pendidikan Teknik Informatika",Closed,2024-04-28,2024-05-06,1,2,"202124780,202224644",Sudah Dikirim
TC7316,TR7316,C431,CV Sinergi Media,Video Editor,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Closed,2024-07-13,2024-08-02,2,2,"202113785,202312203",Sudah Dikirim
TC7317,TR7317,C1412,CV Andalas Media,Mobile Developer,Part-time,"Pendidikan Teknik Informatika, Informatika",Closed,2024-05-26,2024-06-10,2,2,"20215858,20207904",Sudah Dikirim
TC7318,TR7318,C1453,PT Makmur Sentosa,Mechanical Engineer Intern,Magang,Teknik Mesin,Closed,2024-06-15,2024-07-04,1,2,"202012234,202020934",Sudah Dikirim
TC7319,TR7319,C209,PT Bakti Digital,Mechanical Engineer Intern,Full-time,Teknik Mesin,On Review,2024-05-13,2024-05-20,2,2,"20202814,20237104",Sudah Dikirim
TC7320,TR7320,C598,PT Karya Systems,Software Developer,Magang,"Informatika, Sistem Informasi",On Review,2024-05-24,2024-06-08,1,1,202312508,Sudah Dikirim
TC7321,TR7321,C859,PT Nusa Karya,Industrial Engineer Intern,Full-time,Teknik Industri,Closed,2024-04-01,2024-04-14,1,2,"20206023,202218303",Sudah Dikirim
TC7322,TR7322,C1268,CV Cakra Global,Business Process Analyst,Part-time,"Manajemen, Teknik Industri",Closed,2024-02-27,2024-03-04,2,3,"202115249,202123115,202220026",Sudah Dikirim
TC7323,TR7323,C280,CV Perkasa Mandiri,Lab Technician Intern,Magang,"Farmasi, Agroteknologi",Closed,2024-06-01,2024-06-08,3,5,"202211183,20201611,20231639,20216750,202322899",Sudah Dikirim
TC7324,TR7324,C402,CV Bina Perkasa,Customer Service Intern,Part-time,"Ilmu Komunikasi, Manajemen",Closed,2024-04-11,2024-04-27,2,4,"20200288,202217120,20211408,20225118",Sudah Dikirim
TC7325,TR7325,C261,PT Sejahtera Systems,Data Analyst,Magang,"Informatika, Statistika",Closed,2024-07-06,2024-07-13,1,4,"20217820,202021395,202113998,201915043",Sudah Dikirim
TC7326,TR7326,C994,CV Mitra Inovasi,IT Staff,Magang,"Informatika, Sistem Informasi",Closed,2024-05-05,2024-05-08,1,3,"20231096,202011485,202321524",Sudah Dikirim
TC7327,TR7327,C954,CV Andalas Kreatif,Content Creator,Part-time,"Ilmu Komunikasi, Desain Komunikasi Visual",Closed,2024-02-21,2024-02-25,3,5,"20233903,202011972,202311139,202215492,202124689",Sudah Dikirim
TC7328,TR7328,C771,PT Esa Digital,IT Staff,Full-time,"Sistem Informasi, Teknik Elektro",Closed,2024-06-17,2024-06-30,2,3,"202119240,202318548,20196028",Sudah Dikirim
TC7329,TR7329,C599,CV Solusi Nusantara,Drafter,Magang,"Teknik Sipil, Teknik Mesin",Shortlisted,2024-03-09,2024-03-13,3,4,"20235537,202010990,202220666,20226082",Sudah Dikirim
TC7330,TR7330,C673,PT Esa Karya,DevOps Engineer,Magang,"Informatika, Sistem Informasi",Closed,2024-04-28,2024-05-05,3,6,"202313544,20202908,202320500,202116933,20209590,202021245",Sudah Dikirim
TC7331,TR7331,C486,PT Mega Data,Mechanical Engineer Intern,Magang,Teknik Mesin,Shortlisted,2024-06-17,2024-06-21,1,3,"20216782,202124603,202119790",Sudah Dikirim
TC7332,TR7332,C1243,CV Sinergi Mandiri,IT Support,Magang,"Sistem Informasi, Pendidikan Teknik Informatika",Shortlisted,2024-02-05,2024-02-26,5,6,"202220389,20235956,202019674,20212698,202317389,202220087",Sudah Dikirim
TC7333,TR7333,C094,CV Nusa Terapan,Data Entry Operator,Magang,"Akuntansi, Sistem Informasi",Submitted,2024-07-20,2024-07-31,4,4,"20224209,202320068,20225288,202124296",Sudah Dikirim
TC7334,TR7334,C885,PT Prima Mandiri,Operations Intern,Full-time,"Teknik Industri, Manajemen",Submitted,2024-06-30,2024-07-21,5,8,"20207009,202215429,20239195,20220401,202010756,202110689,20229370,202217706",Sudah Dikirim
TC7335,TR7335,C750,CV Andalas Teknologi,Production Planning Intern,Magang,"Teknik Industri, Manajemen",Closed,2024-03-30,2024-04-02,2,2,"202221702,201922092",Sudah Dikirim
TC7336,TR7336,C1250,CV Sukses Kreatif,Data Analyst,Magang,"Informatika, Manajemen",Submitted,2024-02-16,2024-02-29,4,5,"202111369,20215614,202318862,202016791,202012892",Sudah Dikirim
TC7337,TR7337,C1320,CV Inti Indonesia,Supply Chain Analyst,Magang,"Teknik Industri, Manajemen",Shortlisted,2024-04-25,2024-05-03,1,1,202024152,Sudah Dikirim
TC7338,TR7338,C241,PT Mandiri Global,Data Analyst,Part-time,"Statistika, Manajemen",Shortlisted,2024-04-02,2024-04-20,1,3,"202324902,202319952,202024005",Sudah Dikirim
TC7339,TR7339,C1005,CV Techno Data,Customer Service Intern,Part-time,"Manajemen, Psikologi",Shortlisted,2024-02-09,2024-02-14,1,2,"202217064,20239717",Sudah Dikirim
TC7340,TR7340,C115,CV Techno Informatika,Sales Admin,Part-time,"Manajemen, Ilmu Komunikasi",Shortlisted,2024-06-23,2024-07-06,1,2,"202215975,202314848",Sudah Dikirim
TC7341,TR7341,C814,CV Bumi Kreatif,Agricultural Engineer Intern,Magang,Agroteknologi,On Review,2024-04-24,2024-05-09,1,1,202211829,Sudah Dikirim
TC7342,TR7342,C437,PT Mitra Indonesia,Business Analyst,Magang,"Statistika, Informatika",Submitted,2024-03-08,2024-03-11,1,2,"202113836,20210387",Sudah Dikirim
TC7343,TR7343,C1211,CV Daya Data,Quality Control Staff,Part-time,"Teknik Mesin, Teknik Industri",Closed,2024-07-10,2024-07-15,2,3,"20212387,202212195,202120585",Sudah Dikirim
TC7344,TR7344,C1127,PT Cipta Teknologi,Data Entry Operator,Magang,"Manajemen, Akuntansi",Submitted,2024-06-14,2024-06-19,2,4,"202215127,202219670,201920674,202111330",Sudah Dikirim
TC7345,TR7345,C1196,PT Bumi Kreatif,Supply Chain Intern,Magang,"Teknik Industri, Manajemen",Shortlisted,2024-05-01,2024-05-07,3,5,"20235032,20222669,202315654,20202925,202111924",Sudah Dikirim
TC7346,TR7346,C527,PT Inovasi Pratama,Environmental Analyst,Full-time,"Agroteknologi, Teknik Sipil",Submitted,2024-03-16,2024-03-26,2,5,"20229622,202213323,202217882,201919646,20221171",Sudah Dikirim
TC7347,TR7347,C1131,CV Prima Karya,Digital Marketing Intern,Full-time,"Manajemen, Ilmu Komunikasi",Closed,2024-07-10,2024-07-23,3,5,"202211062,20229021,20216145,20221377,202018167",Sudah Dikirim
TC7348,TR7348,C017,PT Karya Konsultan,Data Analyst,Magang,"Ekonomi Pembangunan, Informatika",Draft,2024-06-08,,3,0,,Belum Dikirim
TC7349,TR7349,C1195,PT Digital Bersama,Sales Admin,Part-time,"Manajemen, Ilmu Komunikasi",On Review,2024-07-08,2024-07-29,3,3,"202211160,202111142,20238285",Sudah Dikirim
TC7350,TR7350,C214,PT Kreasi Gemilang,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",On Review,2024-02-28,2024-03-11,2,4,"202116211,20203834,20233495,202014100",Sudah Dikirim
TC7351,TR7351,C624,CV Andalas Data,Software Engineer Intern,Part-time,"Informatika, Sistem Informasi",Closed,2024-03-31,2024-04-15,2,4,"201922953,202017170,202017561,20229903",Sudah Dikirim
TC7352,TR7352,C174,PT Mitra Terapan,Quality Control Staff,Magang,"Farmasi, Teknik Industri",Draft,2024-02-29,,2,0,,Belum Dikirim
TC7353,TR7353,C1141,PT Makmur Inovasi,Data Analyst,Magang,"Ekonomi Pembangunan, Sistem Informasi",Shortlisted,2024-02-26,2024-03-01,4,5,"202317062,20232942,202212455,202219570,202112653",Sudah Dikirim
TC7354,TR7354,C150,CV Prima Sejahtera,Marketing Staff,Full-time,"Ilmu Komunikasi, Manajemen",Shortlisted,2024-03-15,2024-03-30,2,2,"202116261,20230222",Sudah Dikirim
TC7355,TR7355,C891,CV Indo Makmur,Instructional Designer,Magang,"Pendidikan Teknik Informatika, Psikologi",Closed,2024-03-07,2024-03-10,1,3,"202221779,202014802,202122635",Sudah Dikirim
TC7356,TR7356,C448,PT Gemilang Sentosa,QA Engineer,Part-time,"Informatika, Sistem Informasi",Submitted,2024-04-02,2024-04-07,2,4,"20214734,202111349,20191674,202315151",Sudah Dikirim
TC7357,TR7357,C608,PT Solusi Pratama,Underwriting Intern,Magang,"Akuntansi, Manajemen",Closed,2024-07-10,2024-07-22,4,7,"20219375,202014929,202224339,20235079,202114948,20233889,20226090",Sudah Dikirim
TC7358,TR7358,C476,PT Cipta Terapan,Store Supervisor Intern,Full-time,Manajemen,On Review,2024-06-05,2024-06-10,3,4,"20220401,20207044,202212715,20211118",Sudah Dikirim
TC7359,TR7359,C299,PT Prima Nusantara,Research Associate,Part-time,Farmasi,Shortlisted,2024-02-03,2024-02-13,2,3,"202116635,202010280,20207129",Sudah Dikirim
TC7360,TR7360,C244,CV Abadi Systems,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",On Review,2024-03-28,2024-04-11,2,2,"202116271,20203704",Sudah Dikirim
TC7361,TR7361,C1351,PT Cakra Utama,Mechanical Engineer Intern,Part-time,Teknik Mesin,Shortlisted,2024-02-20,2024-02-26,2,3,"20224840,202214587,20227258",Sudah Dikirim
TC7362,TR7362,C129,PT Esa Abadi,Research Associate,Part-time,Ilmu Hukum,Shortlisted,2024-04-17,2024-04-24,5,7,"202113977,20223078,202119855,202317006,20217462,202312702,20239057",Sudah Dikirim
TC7363,TR7363,C499,CV Gemilang Pratama,Customer Service Intern,Magang,"Ilmu Komunikasi, Psikologi",Shortlisted,2024-06-19,2024-07-06,5,5,"20232072,202124119,202122121,202012119,202316442",Sudah Dikirim
TC7364,TR7364,C991,PT Bangkit Abadi,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Shortlisted,2024-06-11,2024-06-26,2,2,"20220438,202023813",Sudah Dikirim
TC7365,TR7365,C154,PT Kreasi Inovasi,Quality Control Staff,Magang,"Teknik Mesin, Farmasi",Submitted,2024-04-08,2024-04-15,3,3,"202314352,202314824,20206597",Sudah Dikirim
TC7366,TR7366,C1313,PT Gemilang Karya,Frontend Developer,Full-time,"Informatika, Sistem Informasi",Submitted,2024-04-19,2024-04-28,1,1,20211910,Sudah Dikirim
TC7367,TR7367,C740,PT Perkasa Terapan,Graphic Designer,Full-time,Desain Komunikasi Visual,Shortlisted,2024-06-02,2024-06-17,3,4,"20212578,202117148,201913956,202011239",Sudah Dikirim
TC7368,TR7368,C695,PT Techno Digital,Quality Control Staff,Magang,"Teknik Industri, Farmasi",Draft,2024-05-11,,4,0,,Belum Dikirim
TC7369,TR7369,C699,PT Bangkit Pratama,IT Support,Magang,"Sistem Informasi, Informatika",Closed,2024-02-13,2024-02-24,3,6,"20198505,202317824,202215708,202322051,202224998,202010848",Sudah Dikirim
TC7370,TR7370,C612,PT Andalas Mandiri,Supply Chain Analyst,Part-time,"Teknik Industri, Sistem Informasi",Closed,2024-06-01,2024-06-14,2,3,"202320059,202321053,202217011",Sudah Dikirim
TC7371,TR7371,C887,PT Esa Global,Agricultural Engineer Intern,Part-time,Agroteknologi,On Review,2024-03-05,2024-03-16,2,3,"20212112,20229449,20237110",Sudah Dikirim
TC7372,TR7372,C695,PT Techno Digital,Marketing Staff,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Shortlisted,2024-02-14,2024-03-06,1,2,"20221377,202020403",Sudah Dikirim
TC7373,TR7373,C1086,PT Cakra Teknologi,Data Entry Operator,Magang,"Akuntansi, Manajemen",Closed,2024-05-04,2024-05-16,1,2,"202124001,202116457",Sudah Dikirim
TC7374,TR7374,C1178,PT Graha Makmur,Customer Service Intern,Full-time,"Ilmu Komunikasi, Psikologi",Submitted,2024-06-04,2024-06-14,1,2,"202217685,20236048",Sudah Dikirim
TC7375,TR7375,C043,CV Inti Terapan,Data Analyst,Full-time,"Informatika, Statistika",On Review,2024-07-27,2024-08-04,1,1,20209684,Sudah Dikirim
TC7376,TR7376,C1141,PT Makmur Inovasi,Data Analyst,Magang,"Ekonomi Pembangunan, Informatika",Submitted,2024-05-29,2024-06-04,4,6,"202014415,20221389,202113982,202318834,202110086,20218661",Sudah Dikirim
TC7377,TR7377,C841,PT Perkasa Gemilang,Risk Analyst,Part-time,"Manajemen, Akuntansi",Shortlisted,2024-04-25,2024-04-29,3,4,"20232114,201913498,202221947,20237917",Sudah Dikirim
TC7378,TR7378,C299,PT Prima Nusantara,Business Analyst,Part-time,"Manajemen, Statistika",Submitted,2024-04-24,2024-05-06,5,8,"202020029,202212925,20221863,202220212,202321421,202120064,201920894,20234909",Sudah Dikirim
TC7379,TR7379,C297,CV Kreasi Makmur,IT Support,Magang,"Teknik Elektro, Pendidikan Teknik Informatika",Shortlisted,2024-03-04,2024-03-15,2,4,"202118565,20211286,201911094,202323145",Sudah Dikirim
TC7380,TR7380,C777,CV Mega Analitika,Software Developer,Part-time,"Informatika, Sistem Informasi",Submitted,2024-06-23,2024-07-10,4,7,"20226941,202223852,202217289,202220456,20228028,20222482,201917611",Sudah Dikirim
TC7381,TR7381,C1105,PT Inti Teknologi,HR Intern,Magang,"Psikologi, Manajemen",Closed,2024-03-29,2024-04-14,1,4,"202110263,202215424,202117594,202219620",Sudah Dikirim
TC7382,TR7382,C748,PT Mandiri Utama,IT Staff,Magang,"Informatika, Teknik Elektro",Closed,2024-03-04,2024-03-14,5,7,"202311918,202321173,20219925,20239339,202223471,20204970,202119979",Sudah Dikirim
TC7383,TR7383,C648,PT Mega Terapan,Business Analyst,Magang,"Sistem Informasi, Informatika",Shortlisted,2024-06-25,2024-07-01,1,1,20226943,Sudah Dikirim
TC7384,TR7384,C096,CV Perkasa Informatika,IT Staff,Magang,"Informatika, Teknik Elektro",Closed,2024-03-03,2024-03-21,5,6,"202115050,202317468,20211484,201912833,20202046,20231106",Sudah Dikirim
TC7385,TR7385,C322,PT Nusa Terapan,Accounting Staff,Magang,"Akuntansi, Manajemen",Shortlisted,2024-03-22,2024-04-09,2,3,"202318839,202210853,20213905",Sudah Dikirim
TC7386,TR7386,C117,PT Mitra Bersama,Agricultural Engineer Intern,Full-time,Agroteknologi,Submitted,2024-04-18,2024-05-05,1,1,202222886,Sudah Dikirim
TC7387,TR7387,C495,PT Digital Mandiri,UI/UX Designer,Magang,"Sistem Informasi, Desain Komunikasi Visual",Submitted,2024-06-14,2024-06-25,2,3,"20220239,20220365,20211727",Sudah Dikirim
TC7388,TR7388,C465,CV Techno Solusi,Research Intern,Part-time,"Ekonomi Pembangunan, Psikologi",On Review,2024-05-25,2024-06-09,3,6,"202323814,202119878,20216299,202112245,202224961,202021647",Sudah Dikirim
TC7389,TR7389,C1253,CV Inovasi Konsultan,Research Assistant,Magang,"Psikologi, Agroteknologi",Closed,2024-02-03,2024-02-22,3,3,"202124807,201921984,20226666",Sudah Dikirim
TC7390,TR7390,C855,PT Perkasa Cerdas,Pharmacist Intern,Part-time,Farmasi,Submitted,2024-04-10,2024-04-14,3,3,"202321090,20205243,202322432",Sudah Dikirim
TC7391,TR7391,C044,PT Sentosa Logistik,IT Consultant Intern,Magang,"Informatika, Sistem Informasi",Closed,2024-04-14,2024-05-01,1,2,"202315035,202224644",Sudah Dikirim
TC7392,TR7392,C438,CV Mitra Sejahtera,Data Analyst,Magang,"Statistika, Sistem Informasi",Closed,2024-02-05,2024-02-24,4,5,"202124877,20229821,20215741,202315400,202318136",Sudah Dikirim
TC7393,TR7393,C591,PT Indo Teknologi,Store Supervisor Intern,Magang,Manajemen,Closed,2024-06-20,2024-06-29,2,2,"202214072,20213960",Sudah Dikirim
TC7394,TR7394,C1374,CV Sejahtera Kreatif,Data Analyst,Magang,"Statistika, Manajemen",Submitted,2024-06-03,2024-06-23,3,6,"201920447,202216379,202023125,20235032,202117742,20222359",Sudah Dikirim
TC7395,TR7395,C802,PT Global Abadi,Production Engineer Intern,Magang,"Teknik Industri, Teknik Mesin",On Review,2024-05-27,2024-06-17,1,1,202116814,Sudah Dikirim
TC7396,TR7396,C838,CV Cipta Perkasa,Teaching Assistant,Magang,Pendidikan Teknik Informatika,Shortlisted,2024-05-03,2024-05-18,2,4,"202217830,20228884,202216123,202110126",Sudah Dikirim
TC7397,TR7397,C1257,PT Solusi Informatika,Mechanical Engineer Intern,Magang,Teknik Mesin,Closed,2024-06-12,2024-06-25,1,4,"202023948,20214167,20221428,20212858",Sudah Dikirim
TC7398,TR7398,C1419,CV Karya Logistik,Environmental Analyst,Magang,"Agroteknologi, Teknik Sipil",On Review,2024-06-15,2024-07-03,1,3,"20220884,20220385,202320973",Sudah Dikirim
TC7399,TR7399,C1257,PT Solusi Informatika,Environmental Analyst,Full-time,"Agroteknologi, Teknik Sipil",Closed,2024-02-28,2024-03-02,3,4,"202011051,202318132,202024258,202318300",Sudah Dikirim
TC7400,TR7400,C1090,CV Inti Media,Research Intern,Magang,"Psikologi, Statistika",Submitted,2024-02-10,2024-02-17,1,1,20218322,Sudah Dikirim
TC7401,TR7401,C162,PT Bangkit Gemilang,Internal Auditor,Part-time,Akuntansi,Draft,2024-02-26,,3,0,,Belum Dikirim
TC7402,TR7402,C485,PT Perkasa Indonesia,Electrical Engineer Intern,Magang,Teknik Elektro,On Review,2024-05-15,2024-05-31,3,5,"202013089,20212261,20229354,202117334,20198968",Sudah Dikirim
TC7403,TR7403,C1286,CV Prima Gemilang,Financial Analyst,Magang,"Akuntansi, Manajemen",Submitted,2024-07-11,2024-07-17,3,6,"20203647,20209258,202216056,201911571,202123483,20211066",Sudah Dikirim
TC7404,TR7404,C053,PT Solusi Teknologi,Business Analyst,Part-time,"Sistem Informasi, Statistika",Closed,2024-04-25,2024-05-11,2,4,"20196395,201910930,20231154,20221442",Sudah Dikirim
TC7405,TR7405,C778,PT Gemilang Digital,HR Intern,Full-time,"Psikologi, Manajemen",Closed,2024-06-04,2024-06-25,4,6,"20214127,202110247,20216647,20229145,202013391,202318027",Sudah Dikirim
TC7406,TR7406,C1366,CV Mitra Solusi,Customer Service Intern,Part-time,"Psikologi, Manajemen",On Review,2024-03-14,2024-04-01,2,5,"20221368,20217632,20221387,202322917,20228068",Sudah Dikirim
TC7407,TR7407,C1140,PT Bina Sentosa,Network Engineer Intern,Magang,"Informatika, Teknik Elektro",Closed,2024-05-10,2024-05-31,3,6,"202122537,202022133,20210428,20229352,202115485,202215142",Sudah Dikirim
TC7408,TR7408,C932,PT Inti Informatika,Pharmacist Intern,Magang,Farmasi,Draft,2024-03-29,,2,0,,Belum Dikirim
TC7409,TR7409,C217,CV Nusa Informatika,IT Support,Magang,"Sistem Informasi, Informatika",Draft,2024-05-27,,3,0,,Belum Dikirim
TC7410,TR7410,C070,PT Mitra Media,Data Analyst,Magang,"Sistem Informasi, Statistika",Shortlisted,2024-02-10,2024-02-18,1,3,"20213844,202114465,20207031",Sudah Dikirim
TC7411,TR7411,C057,PT Bakti Analitika,Content Writer,Part-time,"Ilmu Komunikasi, Sastra Inggris",On Review,2024-04-18,2024-05-06,5,7,"202212533,20219041,202123666,202214381,202117484,202116251,20208951",Sudah Dikirim
TC7412,TR7412,C680,CV Techno Terapan,Quality Control Staff,Magang,"Farmasi, Teknik Industri",Submitted,2024-04-11,2024-05-02,5,5,"202116416,202221577,202322603,202010872,202218227",Sudah Dikirim
TC7413,TR7413,C264,PT Sinergi Bangsa,Lab Technician Intern,Magang,"Farmasi, Agroteknologi",Closed,2024-02-11,2024-03-02,2,3,"202110156,202215396,202115195",Sudah Dikirim
TC7414,TR7414,C1163,PT Esa Systems,Environmental Analyst,Part-time,"Agroteknologi, Teknik Sipil",Shortlisted,2024-03-27,2024-04-08,1,4,"202222626,20228038,202018852,202120689",Sudah Dikirim
TC7415,TR7415,C1478,CV Perkasa Digital,Data Analyst,Part-time,"Statistika, Informatika",Submitted,2024-06-23,2024-07-09,1,1,20230978,Sudah Dikirim
TC7416,TR7416,C646,CV Mandiri Pratama,Store Supervisor Intern,Part-time,Manajemen,On Review,2024-02-25,2024-03-15,3,5,"202217922,202223640,202312619,20210285,202019462",Sudah Dikirim
TC7417,TR7417,C1451,CV Media Abadi,Environmental Analyst,Part-time,"Agroteknologi, Teknik Sipil",Closed,2024-07-12,2024-07-28,1,3,"20204545,20231371,202113273",Sudah Dikirim
TC7418,TR7418,C762,CV Gemilang Mandiri,IT Support,Magang,"Teknik Elektro, Informatika",Shortlisted,2024-02-22,2024-03-05,3,6,"202119091,202111740,20235126,202022723,20226130,20206030",Sudah Dikirim
TC7419,TR7419,C081,PT Abadi Indonesia,Motion Graphic Designer,Magang,Desain Komunikasi Visual,Closed,2024-05-24,2024-05-27,2,2,"20213961,202012192",Sudah Dikirim
TC7420,TR7420,C826,PT Karya Makmur,Data Analyst,Magang,"Informatika, Sistem Informasi",Shortlisted,2024-04-28,2024-05-06,1,4,"20227076,20228570,202217298,202112967",Sudah Dikirim
TC7421,TR7421,C1249,PT Global Sentosa,Data Analyst,Magang,"Statistika, Manajemen",Submitted,2024-06-15,2024-07-01,4,4,"202223896,20212053,202310652,202221044",Sudah Dikirim
TC7422,TR7422,C775,PT Prima Inovasi,Data Entry Operator,Magang,"Akuntansi, Sistem Informasi",Draft,2024-06-29,,4,0,,Belum Dikirim
TC7423,TR7423,C1211,CV Daya Data,Data Analyst,Magang,"Statistika, Ekonomi Pembangunan",Draft,2024-02-01,,2,0,,Belum Dikirim
TC7424,TR7424,C1005,CV Techno Data,Digital Marketing Intern,Magang,"Ilmu Komunikasi, Manajemen",Shortlisted,2024-03-07,2024-03-19,3,3,"201917818,202119616,20233690",Sudah Dikirim
TC7425,TR7425,C062,CV Kreasi Data,IT Support,Part-time,"Teknik Elektro, Sistem Informasi",On Review,2024-03-13,2024-03-30,3,6,"202313303,20231849,20221231,202315400,202113004,202219230",Sudah Dikirim
TC7426,TR7426,C1446,CV Bina Kreatif,IT Staff,Full-time,"Informatika, Teknik Elektro",Submitted,2024-03-06,2024-03-22,2,3,"202117667,202213968,20232940",Sudah Dikirim
TC7427,TR7427,C1246,CV Indo Abadi,UI/UX Designer,Magang,"Desain Komunikasi Visual, Sistem Informasi",Submitted,2024-07-25,2024-08-05,3,4,"202011516,202322736,202011931,20227039",Sudah Dikirim
TC7428,TR7428,C1491,CV Sinergi Kreatif,Data Engineer,Magang,"Informatika, Sistem Informasi",Submitted,2024-04-06,2024-04-26,1,4,"202216563,20225938,20223596,202111011",Sudah Dikirim
TC7429,TR7429,C1251,CV Global Gemilang,Agricultural Engineer Intern,Magang,Agroteknologi,Submitted,2024-06-26,2024-07-10,2,4,"20195822,202312632,20219770,202224547",Sudah Dikirim
TC7430,TR7430,C322,PT Nusa Terapan,Internal Auditor,Magang,Akuntansi,On Review,2024-04-16,2024-04-25,3,3,"202116467,202222830,202120166",Sudah Dikirim
TC7431,TR7431,C791,CV Makmur Bangsa,Pharmacist Intern,Magang,Farmasi,Closed,2024-02-05,2024-02-10,2,3,"20219537,20232968,202116635",Sudah Dikirim
TC7432,TR7432,C386,CV Bakti Terapan,Customer Success Intern,Magang,"Manajemen, Psikologi",Closed,2024-04-10,2024-04-30,3,3,"20219507,202313058,202320357",Sudah Dikirim
TC7433,TR7433,C740,PT Perkasa Terapan,Graphic Designer,Magang,Desain Komunikasi Visual,Shortlisted,2024-05-30,2024-06-09,2,3,"201922259,202117025,20211316",Sudah Dikirim
TC7434,TR7434,C1317,CV Nusa Mandiri,Warehouse Staff,Full-time,"Teknik Industri, Manajemen",Shortlisted,2024-03-02,2024-03-22,1,4,"20237824,20225554,202213032,202123998",Sudah Dikirim
TC7435,TR7435,C860,PT Solusi Systems,Instructional Designer,Part-time,"Psikologi, Ilmu Komunikasi",Closed,2024-03-02,2024-03-08,1,2,"20197650,202113615",Sudah Dikirim
TC7436,TR7436,C872,CV Inovasi Pratama,Environmental Analyst,Part-time,"Agroteknologi, Teknik Sipil",Closed,2024-02-09,2024-02-23,1,2,"20227757,20220086",Sudah Dikirim
TC7437,TR7437,C1110,PT Mitra Gemilang,Mechanical Engineer Intern,Part-time,Teknik Mesin,Closed,2024-02-12,2024-03-01,3,5,"202318278,20213102,202213228,20226152,202117050",Sudah Dikirim
TC7438,TR7438,C910,PT Karya Logistik,HR Intern,Magang,"Psikologi, Manajemen",On Review,2024-02-11,2024-02-14,2,4,"20208522,202319584,202312588,202221550",Sudah Dikirim
TC7439,TR7439,C1229,CV Inti Solusi,Quality Control Staff,Magang,"Teknik Mesin, Agroteknologi",Closed,2024-04-23,2024-04-29,2,2,"201916360,202024742",Sudah Dikirim
TC7440,TR7440,C519,PT Bakti Indonesia,Geologist Intern,Part-time,Teknik Sipil,Shortlisted,2024-03-05,2024-03-08,2,3,"202217534,202121820,202119377",Sudah Dikirim
TC7441,TR7441,C1262,PT Gemilang Bangsa,Quality Control Staff,Magang,"Teknik Mesin, Teknik Industri",Submitted,2024-06-01,2024-06-22,2,4,"20238908,20218312,20207009,20225608",Sudah Dikirim
TC7442,TR7442,C1140,PT Bina Sentosa,IT Support,Magang,"Informatika, Teknik Elektro",On Review,2024-07-09,2024-07-20,5,6,"20232800,202323851,202115726,202214337,202215242,20222384",Sudah Dikirim
TC7443,TR7443,C1056,PT Cakra Inovasi,UI/UX Designer,Magang,"Informatika, Desain Komunikasi Visual",Closed,2024-04-05,2024-04-12,2,2,"202324565,201923039",Sudah Dikirim
TC7444,TR7444,C1074,CV Jaya Perkasa,Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",Draft,2024-02-13,,1,0,,Belum Dikirim
TC7445,TR7445,C1219,CV Techno Utama,Internal Auditor,Magang,Akuntansi,Closed,2024-06-12,2024-07-01,2,4,"202316146,20218842,202218880,202222830",Sudah Dikirim
TC7446,TR7446,C354,PT Esa Sejahtera,HR Intern,Part-time,"Psikologi, Manajemen",Draft,2024-06-23,,2,0,,Belum Dikirim
TC7447,TR7447,C1423,CV Makmur Mandiri,Brand Executive Intern,Full-time,"Manajemen, Ilmu Komunikasi",Closed,2024-02-09,2024-02-19,1,2,"202320386,202113710",Sudah Dikirim
TC7448,TR7448,C909,CV Andalas Digital,HR Intern,Magang,"Psikologi, Manajemen",Closed,2024-06-22,2024-07-13,3,5,"202215765,20218769,202123998,20219327,202213201",Sudah Dikirim
